Province_State,date,cases,normalized_cases,days_after_quarantine,rank_on_sah,rank_latest,normalized_rank_on_sah,normalized_rank_latest,population,persons_per_misq
Missouri,2/20/20,0,0,,21,21,25,31,6169270,90
Missouri,2/19/20,0,0,,21,21,25,31,6169270,90
Missouri,2/18/20,0,0,,21,21,25,31,6169270,90
Missouri,2/17/20,0,0,,21,21,25,31,6169270,90
Missouri,2/16/20,0,0,,21,21,25,31,6169270,90
Missouri,2/15/20,0,0,,21,21,25,31,6169270,90
Missouri,2/14/20,0,0,,21,21,25,31,6169270,90
Missouri,2/13/20,0,0,,21,21,25,31,6169270,90
Missouri,2/12/20,0,0,,21,21,25,31,6169270,90
Missouri,2/11/20,0,0,,21,21,25,31,6169270,90
Missouri,2/10/20,0,0,,21,21,25,31,6169270,90
Missouri,2/9/20,0,0,,21,21,25,31,6169270,90
Missouri,2/8/20,0,0,,21,21,25,31,6169270,90
Missouri,2/7/20,0,0,,21,21,25,31,6169270,90
Missouri,2/6/20,0,0,,21,21,25,31,6169270,90
Missouri,2/5/20,0,0,,21,21,25,31,6169270,90
Missouri,2/4/20,0,0,,21,21,25,31,6169270,90
Missouri,2/3/20,0,0,,21,21,25,31,6169270,90
Missouri,2/2/20,0,0,,21,21,25,31,6169270,90
Missouri,2/1/20,0,0,,21,21,25,31,6169270,90
Missouri,1/31/20,0,0,,21,21,25,31,6169270,90
Missouri,1/30/20,0,0,,21,21,25,31,6169270,90
Missouri,1/29/20,0,0,,21,21,25,31,6169270,90
Missouri,1/28/20,0,0,,21,21,25,31,6169270,90
Missouri,1/27/20,0,0,,21,21,25,31,6169270,90
Missouri,1/26/20,0,0,,21,21,25,31,6169270,90
Missouri,1/25/20,0,0,,21,21,25,31,6169270,90
Missouri,1/24/20,0,0,,21,21,25,31,6169270,90
Missouri,1/23/20,0,0,,21,21,25,31,6169270,90
Missouri,1/22/20,0,0,,21,21,25,31,6169270,90
Montana,4/23/20,442,407,,45,50,35,51,1086759,7
Montana,4/22/20,439,404,,45,50,35,51,1086759,7
Montana,4/21/20,437,402,,45,50,35,51,1086759,7
Montana,4/20/20,433,398,,45,50,35,51,1086759,7
Montana,4/19/20,433,398,,45,50,35,51,1086759,7
Montana,4/18/20,426,392,,45,50,35,51,1086759,7
Montana,4/17/20,422,388,,45,50,35,51,1086759,7
Montana,4/16/20,415,382,,45,50,35,51,1086759,7
Montana,4/15/20,404,372,,45,50,35,51,1086759,7
Montana,4/14/20,399,367,,45,50,35,51,1086759,7
Montana,4/13/20,394,363,,45,50,35,51,1086759,7
Montana,4/12/20,387,356,,45,50,35,51,1086759,7
Montana,4/11/20,377,347,14,45,50,35,51,1086759,7
Montana,4/10/20,365,336,13,45,50,35,51,1086759,7
Montana,4/9/20,354,326,12,45,50,35,51,1086759,7
Montana,4/8/20,332,305,11,45,50,35,51,1086759,7
Montana,4/7/20,319,294,10,45,50,35,51,1086759,7
Montana,4/6/20,299,275,9,45,50,35,51,1086759,7
Montana,4/5/20,286,263,8,45,50,35,51,1086759,7
Montana,4/4/20,265,244,7,45,50,35,51,1086759,7
Montana,4/3/20,243,224,6,45,50,35,51,1086759,7
Montana,4/2/20,241,222,5,45,50,35,51,1086759,7
Montana,4/1/20,208,191,4,45,50,35,51,1086759,7
Montana,3/31/20,198,182,3,45,50,35,51,1086759,7
Montana,3/30/20,171,157,2,45,50,35,51,1086759,7
Montana,3/29/20,154,142,1,45,50,35,51,1086759,7
Montana,3/28/20,129,119,0,45,50,35,51,1086759,7
Montana,3/27/20,109,100,-1,45,50,35,51,1086759,7
Montana,3/26/20,90,83,-2,45,50,35,51,1086759,7
Montana,3/25/20,65,60,-3,45,50,35,51,1086759,7
Montana,3/24/20,51,47,-4,45,50,35,51,1086759,7
Montana,3/23/20,34,31,-5,45,50,35,51,1086759,7
Montana,3/22/20,34,31,-6,45,50,35,51,1086759,7
Montana,3/21/20,27,25,-7,45,50,35,51,1086759,7
Montana,3/20/20,20,18,-8,45,50,35,51,1086759,7
Montana,3/19/20,11,10,-9,45,50,35,51,1086759,7
Montana,3/18/20,10,9,-10,45,50,35,51,1086759,7
Montana,3/17/20,8,7,-11,45,50,35,51,1086759,7
Montana,3/16/20,6,6,-12,45,50,35,51,1086759,7
Montana,3/15/20,6,6,-13,45,50,35,51,1086759,7
Montana,3/14/20,5,5,-14,45,50,35,51,1086759,7
Montana,3/13/20,1,1,,45,50,35,51,1086759,7
Montana,3/12/20,0,0,,45,50,35,51,1086759,7
Montana,3/11/20,0,0,,45,50,35,51,1086759,7
Montana,3/10/20,0,0,,45,50,35,51,1086759,7
Montana,3/9/20,0,0,,45,50,35,51,1086759,7
Montana,3/8/20,0,0,,45,50,35,51,1086759,7
Montana,3/7/20,0,0,,45,50,35,51,1086759,7
Montana,3/6/20,0,0,,45,50,35,51,1086759,7
Montana,3/5/20,0,0,,45,50,35,51,1086759,7
Montana,3/4/20,0,0,,45,50,35,51,1086759,7
Montana,3/3/20,0,0,,45,50,35,51,1086759,7
Montana,3/2/20,0,0,,45,50,35,51,1086759,7
Montana,3/1/20,0,0,,45,50,35,51,1086759,7
Montana,2/29/20,0,0,,45,50,35,51,1086759,7
Montana,2/28/20,0,0,,45,50,35,51,1086759,7
Montana,2/27/20,0,0,,45,50,35,51,1086759,7
Montana,2/26/20,0,0,,45,50,35,51,1086759,7
Montana,2/25/20,0,0,,45,50,35,51,1086759,7
Montana,2/24/20,0,0,,45,50,35,51,1086759,7
Montana,2/23/20,0,0,,45,50,35,51,1086759,7
Montana,2/22/20,0,0,,45,50,35,51,1086759,7
Montana,2/21/20,0,0,,45,50,35,51,1086759,7
Montana,2/20/20,0,0,,45,50,35,51,1086759,7
Montana,2/19/20,0,0,,45,50,35,51,1086759,7
Montana,2/18/20,0,0,,45,50,35,51,1086759,7
Montana,2/17/20,0,0,,45,50,35,51,1086759,7
Montana,2/16/20,0,0,,45,50,35,51,1086759,7
Montana,2/15/20,0,0,,45,50,35,51,1086759,7
Montana,2/14/20,0,0,,45,50,35,51,1086759,7
Montana,2/13/20,0,0,,45,50,35,51,1086759,7
Montana,2/12/20,0,0,,45,50,35,51,1086759,7
Montana,2/11/20,0,0,,45,50,35,51,1086759,7
Montana,2/10/20,0,0,,45,50,35,51,1086759,7
Montana,2/9/20,0,0,,45,50,35,51,1086759,7
Montana,2/8/20,0,0,,45,50,35,51,1086759,7
Montana,2/7/20,0,0,,45,50,35,51,1086759,7
Montana,2/6/20,0,0,,45,50,35,51,1086759,7
Montana,2/5/20,0,0,,45,50,35,51,1086759,7
Montana,2/4/20,0,0,,45,50,35,51,1086759,7
Montana,2/3/20,0,0,,45,50,35,51,1086759,7
Montana,2/2/20,0,0,,45,50,35,51,1086759,7
Montana,2/1/20,0,0,,45,50,35,51,1086759,7
Montana,1/31/20,0,0,,45,50,35,51,1086759,7
Montana,1/30/20,0,0,,45,50,35,51,1086759,7
Montana,1/29/20,0,0,,45,50,35,51,1086759,7
Montana,1/28/20,0,0,,45,50,35,51,1086759,7
Montana,1/27/20,0,0,,45,50,35,51,1086759,7
Montana,1/26/20,0,0,,45,50,35,51,1086759,7
Montana,1/25/20,0,0,,45,50,35,51,1086759,7
Montana,1/24/20,0,0,,45,50,35,51,1086759,7
Montana,1/23/20,0,0,,45,50,35,51,1086759,7
Montana,1/22/20,0,0,,45,50,35,51,1086759,7
Nebraska,4/23/20,2202,1128,,,39,16,29,1952570,25
Nebraska,4/22/20,1813,929,,,39,16,29,1952570,25
Nebraska,4/21/20,1685,863,,,39,16,29,1952570,25
Nebraska,4/20/20,1648,844,,,39,16,29,1952570,25
Nebraska,4/19/20,1474,755,,,39,16,29,1952570,25
Nebraska,4/18/20,1249,640,,,39,16,29,1952570,25
Nebraska,4/17/20,1066,546,,,39,16,29,1952570,25
Nebraska,4/16/20,952,488,,,39,16,29,1952570,25
Nebraska,4/15/20,901,461,,,39,16,29,1952570,25
Nebraska,4/14/20,897,459,,,39,16,29,1952570,25
Nebraska,4/13/20,814,417,,,39,16,29,1952570,25
Nebraska,4/12/20,791,405,,,39,16,29,1952570,25
Nebraska,4/11/20,699,358,,,39,16,29,1952570,25
Nebraska,4/10/20,635,325,,,39,16,29,1952570,25
Nebraska,4/9/20,568,291,,,39,16,29,1952570,25
Nebraska,4/8/20,519,266,,,39,16,29,1952570,25
Nebraska,4/7/20,447,229,,,39,16,29,1952570,25
Nebraska,4/6/20,417,214,,,39,16,29,1952570,25
Nebraska,4/5/20,364,186,,,39,16,29,1952570,25
Nebraska,4/4/20,321,164,,,39,16,29,1952570,25
Nebraska,4/3/20,279,143,,,39,16,29,1952570,25
Nebraska,4/2/20,246,126,,,39,16,29,1952570,25
Nebraska,4/1/20,210,108,,,39,16,29,1952570,25
Nebraska,3/31/20,172,88,,,39,16,29,1952570,25
Nebraska,3/30/20,145,74,,,39,16,29,1952570,25
Nebraska,3/29/20,108,55,,,39,16,29,1952570,25
Nebraska,3/28/20,96,49,,,39,16,29,1952570,25
Nebraska,3/27/20,82,42,,,39,16,29,1952570,25
Nebraska,3/26/20,74,38,,,39,16,29,1952570,25
Nebraska,3/25/20,71,36,,,39,16,29,1952570,25
Nebraska,3/24/20,66,34,,,39,16,29,1952570,25
Nebraska,3/23/20,51,26,,,39,16,29,1952570,25
Nebraska,3/22/20,51,26,,,39,16,29,1952570,25
Nebraska,3/21/20,38,19,,,39,16,29,1952570,25
Nebraska,3/20/20,37,19,,,39,16,29,1952570,25
Nebraska,3/19/20,29,15,,,39,16,29,1952570,25
Nebraska,3/18/20,24,12,,,39,16,29,1952570,25
Nebraska,3/17/20,23,12,,,39,16,29,1952570,25
Nebraska,3/16/20,18,9,,,39,16,29,1952570,25
Nebraska,3/15/20,17,9,,,39,16,29,1952570,25
Nebraska,3/14/20,18,9,,,39,16,29,1952570,25
Nebraska,3/13/20,14,7,,,39,16,29,1952570,25
Nebraska,3/12/20,10,5,,,39,16,29,1952570,25
Nebraska,3/11/20,5,3,,,39,16,29,1952570,25
Nebraska,3/10/20,3,2,,,39,16,29,1952570,25
Nebraska,3/9/20,3,2,,,39,16,29,1952570,25
Nebraska,3/8/20,1,1,,,39,16,29,1952570,25
Nebraska,3/7/20,1,1,,,39,16,29,1952570,25
Nebraska,3/6/20,1,1,,,39,16,29,1952570,25
Nebraska,3/5/20,0,0,,,39,16,29,1952570,25
Nebraska,3/4/20,0,0,,,39,16,29,1952570,25
Nebraska,3/3/20,0,0,,,39,16,29,1952570,25
Nebraska,3/2/20,0,0,,,39,16,29,1952570,25
Nebraska,3/1/20,0,0,,,39,16,29,1952570,25
Nebraska,2/29/20,0,0,,,39,16,29,1952570,25
Nebraska,2/28/20,0,0,,,39,16,29,1952570,25
Nebraska,2/27/20,0,0,,,39,16,29,1952570,25
Nebraska,2/26/20,0,0,,,39,16,29,1952570,25
Nebraska,2/25/20,0,0,,,39,16,29,1952570,25
Nebraska,2/24/20,0,0,,,39,16,29,1952570,25
Nebraska,2/23/20,0,0,,,39,16,29,1952570,25
Nebraska,2/22/20,0,0,,,39,16,29,1952570,25
Nebraska,2/21/20,0,0,,,39,16,29,1952570,25
Nebraska,2/20/20,0,0,,,39,16,29,1952570,25
Nebraska,2/19/20,0,0,,,39,16,29,1952570,25
Nebraska,2/18/20,0,0,,,39,16,29,1952570,25
Nebraska,2/17/20,0,0,,,39,16,29,1952570,25
Nebraska,2/16/20,0,0,,,39,16,29,1952570,25
Nebraska,2/15/20,0,0,,,39,16,29,1952570,25
Nebraska,2/14/20,0,0,,,39,16,29,1952570,25
Nebraska,2/13/20,0,0,,,39,16,29,1952570,25
Nebraska,2/12/20,0,0,,,39,16,29,1952570,25
Nebraska,2/11/20,0,0,,,39,16,29,1952570,25
Nebraska,2/10/20,0,0,,,39,16,29,1952570,25
Nebraska,2/9/20,0,0,,,39,16,29,1952570,25
Nebraska,2/8/20,0,0,,,39,16,29,1952570,25
Nebraska,2/7/20,0,0,,,39,16,29,1952570,25
Nebraska,2/6/20,0,0,,,39,16,29,1952570,25
Nebraska,2/5/20,0,0,,,39,16,29,1952570,25
Nebraska,2/4/20,0,0,,,39,16,29,1952570,25
Nebraska,2/3/20,0,0,,,39,16,29,1952570,25
Nebraska,2/2/20,0,0,,,39,16,29,1952570,25
Nebraska,2/1/20,0,0,,,39,16,29,1952570,25
Nebraska,1/31/20,0,0,,,39,16,29,1952570,25
Nebraska,1/30/20,0,0,,,39,16,29,1952570,25
Nebraska,1/29/20,0,0,,,39,16,29,1952570,25
Nebraska,1/28/20,0,0,,,39,16,29,1952570,25
Nebraska,1/27/20,0,0,,,39,16,29,1952570,25
Nebraska,1/26/20,0,0,,,39,16,29,1952570,25
Nebraska,1/25/20,0,0,,,39,16,29,1952570,25
Nebraska,1/24/20,0,0,,,39,16,29,1952570,25
Nebraska,1/23/20,0,0,,,39,16,29,1952570,25
Nebraska,1/22/20,0,0,,,39,16,29,1952570,25
Nevada,4/23/20,4208,1340,,25,28,16,20,3139658,29
Nevada,4/22/20,4081,1300,,25,28,16,20,3139658,29
Nevada,4/21/20,3937,1254,,25,28,16,20,3139658,29
Nevada,4/20/20,3830,1220,,25,28,16,20,3139658,29
Nevada,4/19/20,3728,1187,,25,28,16,20,3139658,29
Nevada,4/18/20,3626,1155,,25,28,16,20,3139658,29
Nevada,4/17/20,3524,1122,,25,28,16,20,3139658,29
Nevada,4/16/20,3214,1024,,25,28,16,20,3139658,29
Nevada,4/15/20,3211,1023,14,25,28,16,20,3139658,29
Nevada,4/14/20,3134,998,13,25,28,16,20,3139658,29
Nevada,4/13/20,2990,952,12,25,28,16,20,3139658,29
Nevada,4/12/20,2836,903,11,25,28,16,20,3139658,29
Nevada,4/11/20,2702,861,10,25,28,16,20,3139658,29
Nevada,4/10/20,2722,867,9,25,28,16,20,3139658,29
Nevada,4/9/20,2456,782,8,25,28,16,20,3139658,29
Nevada,4/8/20,2259,720,7,25,28,16,20,3139658,29
Nevada,4/7/20,2124,677,6,25,28,16,20,3139658,29
Nevada,4/6/20,1953,622,5,25,28,16,20,3139658,29
Nevada,4/5/20,1855,591,4,25,28,16,20,3139658,29
Nevada,4/4/20,1742,555,3,25,28,16,20,3139658,29
Nevada,4/3/20,1514,482,2,25,28,16,20,3139658,29
Nevada,4/2/20,1463,466,1,25,28,16,20,3139658,29
Nevada,4/1/20,1279,407,0,25,28,16,20,3139658,29
Nevada,3/31/20,1114,355,-1,25,28,16,20,3139658,29
Nevada,3/30/20,1012,322,-2,25,28,16,20,3139658,29
Nevada,3/29/20,920,293,-3,25,28,16,20,3139658,29
Nevada,3/28/20,626,199,-4,25,28,16,20,3139658,29
Nevada,3/27/20,536,171,-5,25,28,16,20,3139658,29
Nevada,3/26/20,420,134,-6,25,28,16,20,3139658,29
Nevada,3/25/20,323,103,-7,25,28,16,20,3139658,29
Nevada,3/24/20,278,89,-8,25,28,16,20,3139658,29
Nevada,3/23/20,245,78,-9,25,28,16,20,3139658,29
Nevada,3/22/20,190,61,-10,25,28,16,20,3139658,29
Nevada,3/21/20,161,51,-11,25,28,16,20,3139658,29
Nevada,3/20/20,161,51,-12,25,28,16,20,3139658,29
Nevada,3/19/20,95,30,-13,25,28,16,20,3139658,29
Nevada,3/18/20,55,18,-14,25,28,16,20,3139658,29
Nevada,3/17/20,55,18,,25,28,16,20,3139658,29
Nevada,3/16/20,45,14,,25,28,16,20,3139658,29
Nevada,3/15/20,20,6,,25,28,16,20,3139658,29
Nevada,3/14/20,20,6,,25,28,16,20,3139658,29
Nevada,3/13/20,18,6,,25,28,16,20,3139658,29
Nevada,3/12/20,10,3,,25,28,16,20,3139658,29
Nevada,3/11/20,7,2,,25,28,16,20,3139658,29
Nevada,3/10/20,4,1,,25,28,16,20,3139658,29
Nevada,3/9/20,4,1,,25,28,16,20,3139658,29
Nevada,3/8/20,4,1,,25,28,16,20,3139658,29
Nevada,3/7/20,2,1,,25,28,16,20,3139658,29
Nevada,3/6/20,2,1,,25,28,16,20,3139658,29
Nevada,3/5/20,1,0,,25,28,16,20,3139658,29
Nevada,3/4/20,0,0,,25,28,16,20,3139658,29
Nevada,3/3/20,0,0,,25,28,16,20,3139658,29
Nevada,3/2/20,0,0,,25,28,16,20,3139658,29
Nevada,3/1/20,0,0,,25,28,16,20,3139658,29
Nevada,2/29/20,0,0,,25,28,16,20,3139658,29
Nevada,2/28/20,0,0,,25,28,16,20,3139658,29
Nevada,2/27/20,0,0,,25,28,16,20,3139658,29
Nevada,2/26/20,0,0,,25,28,16,20,3139658,29
Nevada,2/25/20,0,0,,25,28,16,20,3139658,29
Nevada,2/24/20,0,0,,25,28,16,20,3139658,29
Nevada,2/23/20,0,0,,25,28,16,20,3139658,29
Nevada,2/22/20,0,0,,25,28,16,20,3139658,29
Nevada,2/21/20,0,0,,25,28,16,20,3139658,29
Nevada,2/20/20,0,0,,25,28,16,20,3139658,29
Nevada,2/19/20,0,0,,25,28,16,20,3139658,29
Nevada,2/18/20,0,0,,25,28,16,20,3139658,29
Nevada,2/17/20,0,0,,25,28,16,20,3139658,29
Nevada,2/16/20,0,0,,25,28,16,20,3139658,29
Nevada,2/15/20,0,0,,25,28,16,20,3139658,29
Nevada,2/14/20,0,0,,25,28,16,20,3139658,29
Nevada,2/13/20,0,0,,25,28,16,20,3139658,29
Nevada,2/12/20,0,0,,25,28,16,20,3139658,29
Nevada,2/11/20,0,0,,25,28,16,20,3139658,29
Nevada,2/10/20,0,0,,25,28,16,20,3139658,29
Nevada,2/9/20,0,0,,25,28,16,20,3139658,29
Nevada,2/8/20,0,0,,25,28,16,20,3139658,29
Nevada,2/7/20,0,0,,25,28,16,20,3139658,29
Nevada,2/6/20,0,0,,25,28,16,20,3139658,29
Nevada,2/5/20,0,0,,25,28,16,20,3139658,29
Nevada,2/4/20,0,0,,25,28,16,20,3139658,29
Nevada,2/3/20,0,0,,25,28,16,20,3139658,29
Nevada,2/2/20,0,0,,25,28,16,20,3139658,29
Nevada,2/1/20,0,0,,25,28,16,20,3139658,29
Nevada,1/31/20,0,0,,25,28,16,20,3139658,29
Nevada,1/30/20,0,0,,25,28,16,20,3139658,29
Nevada,1/29/20,0,0,,25,28,16,20,3139658,29
Nevada,1/28/20,0,0,,25,28,16,20,3139658,29
Nevada,1/27/20,0,0,,25,28,16,20,3139658,29
Nevada,1/26/20,0,0,,25,28,16,20,3139658,29
Nevada,1/25/20,0,0,,25,28,16,20,3139658,29
Nevada,1/24/20,0,0,,25,28,16,20,3139658,29
Nevada,1/23/20,0,0,,25,28,16,20,3139658,29
Nevada,1/22/20,0,0,,25,28,16,20,3139658,29
New Hampshire,4/23/20,1670,1218,,42,43,29,25,1371246,153
New Hampshire,4/22/20,1588,1158,,42,43,29,25,1371246,153
New Hampshire,4/21/20,1490,1087,,42,43,29,25,1371246,153
New Hampshire,4/20/20,1447,1055,,42,43,29,25,1371246,153
New Hampshire,4/19/20,1390,1014,,42,43,29,25,1371246,153
New Hampshire,4/18/20,1342,979,,42,43,29,25,1371246,153
New Hampshire,4/17/20,1287,939,,42,43,29,25,1371246,153
New Hampshire,4/16/20,1139,831,,42,43,29,25,1371246,153
New Hampshire,4/15/20,1139,831,,42,43,29,25,1371246,153
New Hampshire,4/14/20,922,672,,42,43,29,25,1371246,153
New Hampshire,4/13/20,985,718,,42,43,29,25,1371246,153
New Hampshire,4/12/20,929,677,,42,43,29,25,1371246,153
New Hampshire,4/11/20,885,645,,42,43,29,25,1371246,153
New Hampshire,4/10/20,819,597,14,42,43,29,25,1371246,153
New Hampshire,4/9/20,819,597,13,42,43,29,25,1371246,153
New Hampshire,4/8/20,747,545,12,42,43,29,25,1371246,153
New Hampshire,4/7/20,715,521,11,42,43,29,25,1371246,153
New Hampshire,4/6/20,715,521,10,42,43,29,25,1371246,153
New Hampshire,4/5/20,621,453,9,42,43,29,25,1371246,153
New Hampshire,4/4/20,540,394,8,42,43,29,25,1371246,153
New Hampshire,4/3/20,479,349,7,42,43,29,25,1371246,153
New Hampshire,4/2/20,479,349,6,42,43,29,25,1371246,153
New Hampshire,4/1/20,367,268,5,42,43,29,25,1371246,153
New Hampshire,3/31/20,357,260,4,42,43,29,25,1371246,153
New Hampshire,3/30/20,314,229,3,42,43,29,25,1371246,153
New Hampshire,3/29/20,214,156,2,42,43,29,25,1371246,153
New Hampshire,3/28/20,187,136,1,42,43,29,25,1371246,153
New Hampshire,3/27/20,158,115,0,42,43,29,25,1371246,153
New Hampshire,3/26/20,137,100,-1,42,43,29,25,1371246,153
New Hampshire,3/25/20,108,79,-2,42,43,29,25,1371246,153
New Hampshire,3/24/20,101,74,-3,42,43,29,25,1371246,153
New Hampshire,3/23/20,101,74,-4,42,43,29,25,1371246,153
New Hampshire,3/22/20,73,53,-5,42,43,29,25,1371246,153
New Hampshire,3/21/20,61,44,-6,42,43,29,25,1371246,153
New Hampshire,3/20/20,53,39,-7,42,43,29,25,1371246,153
New Hampshire,3/19/20,42,31,-8,42,43,29,25,1371246,153
New Hampshire,3/18/20,37,27,-9,42,43,29,25,1371246,153
New Hampshire,3/17/20,26,19,-10,42,43,29,25,1371246,153
New Hampshire,3/16/20,17,12,-11,42,43,29,25,1371246,153
New Hampshire,3/15/20,7,5,-12,42,43,29,25,1371246,153
New Hampshire,3/14/20,7,5,-13,42,43,29,25,1371246,153
New Hampshire,3/13/20,6,4,-14,42,43,29,25,1371246,153
New Hampshire,3/12/20,6,4,,42,43,29,25,1371246,153
New Hampshire,3/11/20,5,4,,42,43,29,25,1371246,153
New Hampshire,3/10/20,4,3,,42,43,29,25,1371246,153
New Hampshire,3/9/20,4,3,,42,43,29,25,1371246,153
New Hampshire,3/8/20,4,3,,42,43,29,25,1371246,153
New Hampshire,3/7/20,2,1,,42,43,29,25,1371246,153
New Hampshire,3/6/20,2,1,,42,43,29,25,1371246,153
New Hampshire,3/5/20,2,1,,42,43,29,25,1371246,153
New Hampshire,3/4/20,2,1,,42,43,29,25,1371246,153
New Hampshire,3/3/20,2,1,,42,43,29,25,1371246,153
New Hampshire,3/2/20,1,1,,42,43,29,25,1371246,153
New Hampshire,3/1/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/29/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/28/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/27/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/26/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/25/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/24/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/23/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/22/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/21/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/20/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/19/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/18/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/17/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/16/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/15/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/14/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/13/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/12/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/11/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/10/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/9/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/8/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/7/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/6/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/5/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/4/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/3/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/2/20,0,0,,42,43,29,25,1371246,153
New Hampshire,2/1/20,0,0,,42,43,29,25,1371246,153
New Hampshire,1/31/20,0,0,,42,43,29,25,1371246,153
New Hampshire,1/30/20,0,0,,42,43,29,25,1371246,153
New Hampshire,1/29/20,0,0,,42,43,29,25,1371246,153
New Hampshire,1/28/20,0,0,,42,43,29,25,1371246,153
New Hampshire,1/27/20,0,0,,42,43,29,25,1371246,153
New Hampshire,1/26/20,0,0,,42,43,29,25,1371246,153
New Hampshire,1/25/20,0,0,,42,43,29,25,1371246,153
New Hampshire,1/24/20,0,0,,42,43,29,25,1371246,153
New Hampshire,1/23/20,0,0,,42,43,29,25,1371246,153
New Hampshire,1/22/20,0,0,,42,43,29,25,1371246,153
New Jersey,4/23/20,100025,11193,,4,2,4,2,8936574,1215
New Jersey,4/22/20,95914,10733,,4,2,4,2,8936574,1215
New Jersey,4/21/20,92387,10338,,4,2,4,2,8936574,1215
New Jersey,4/20/20,88722,9928,,4,2,4,2,8936574,1215
New Jersey,4/19/20,85301,9545,,4,2,4,2,8936574,1215
New Jersey,4/18/20,81420,9111,,4,2,4,2,8936574,1215
New Jersey,4/17/20,78467,8780,,4,2,4,2,8936574,1215
New Jersey,4/16/20,75317,8428,,4,2,4,2,8936574,1215
New Jersey,4/15/20,71030,7948,,4,2,4,2,8936574,1215
New Jersey,4/14/20,68824,7701,,4,2,4,2,8936574,1215
New Jersey,4/13/20,64584,7227,,4,2,4,2,8936574,1215
New Jersey,4/12/20,61850,6921,,4,2,4,2,8936574,1215
New Jersey,4/11/20,58151,6507,,4,2,4,2,8936574,1215
New Jersey,4/10/20,54588,6108,,4,2,4,2,8936574,1215
New Jersey,4/9/20,51027,5710,,4,2,4,2,8936574,1215
New Jersey,4/8/20,47437,5308,,4,2,4,2,8936574,1215
New Jersey,4/7/20,44416,4970,,4,2,4,2,8936574,1215
New Jersey,4/6/20,41090,4598,,4,2,4,2,8936574,1215
New Jersey,4/5/20,37505,4197,,4,2,4,2,8936574,1215
New Jersey,4/4/20,34124,3818,14,4,2,4,2,8936574,1215
New Jersey,4/3/20,29895,3345,13,4,2,4,2,8936574,1215
New Jersey,4/2/20,25590,2864,12,4,2,4,2,8936574,1215
New Jersey,4/1/20,22255,2490,11,4,2,4,2,8936574,1215
New Jersey,3/31/20,18696,2092,10,4,2,4,2,8936574,1215
New Jersey,3/30/20,16636,1862,9,4,2,4,2,8936574,1215
New Jersey,3/29/20,13386,1498,8,4,2,4,2,8936574,1215
New Jersey,3/28/20,11124,1245,7,4,2,4,2,8936574,1215
New Jersey,3/27/20,8825,988,6,4,2,4,2,8936574,1215
New Jersey,3/26/20,6876,769,5,4,2,4,2,8936574,1215
New Jersey,3/25/20,4402,493,4,4,2,4,2,8936574,1215
New Jersey,3/24/20,3675,411,3,4,2,4,2,8936574,1215
New Jersey,3/23/20,2844,318,2,4,2,4,2,8936574,1215
New Jersey,3/22/20,1914,214,1,4,2,4,2,8936574,1215
New Jersey,3/21/20,1327,148,0,4,2,4,2,8936574,1215
New Jersey,3/20/20,890,100,-1,4,2,4,2,8936574,1215
New Jersey,3/19/20,741,83,-2,4,2,4,2,8936574,1215
New Jersey,3/18/20,397,44,-3,4,2,4,2,8936574,1215
New Jersey,3/17/20,250,28,-4,4,2,4,2,8936574,1215
New Jersey,3/16/20,176,20,-5,4,2,4,2,8936574,1215
New Jersey,3/15/20,72,8,-6,4,2,4,2,8936574,1215
New Jersey,3/14/20,69,8,-7,4,2,4,2,8936574,1215
New Jersey,3/13/20,49,5,-8,4,2,4,2,8936574,1215
New Jersey,3/12/20,29,3,-9,4,2,4,2,8936574,1215
New Jersey,3/11/20,23,3,-10,4,2,4,2,8936574,1215
New Jersey,3/10/20,15,2,-11,4,2,4,2,8936574,1215
New Jersey,3/9/20,5,1,-12,4,2,4,2,8936574,1215
